comment,rating,date,drug,url
"I have had muscle and joint aching since I started this med, sometimes pretty bad. Has anyone else had this problem?","{'effectiveness': 1.0, 'ease of use': 5.0, 'satisfaction': 1.0}",12/4/2007 9:03:43 PM,Actoplus MET oral,https://www.webmd.com/drugs/drugreview-94140-Actoplus-MET-oral.aspx?drugid=94140&drugname=Actoplus-MET-oral&pageIndex=12&sortby=3&conditionFilter=-1
This med has caused stomach problems for me.  I thought I would get some ease from it. not yet. will see doctor again.,"{'effectiveness': 2.0, 'ease of use': 4.0, 'satisfaction': 3.0}",11/20/2007 1:27:18 AM,Actoplus MET oral,https://www.webmd.com/drugs/drugreview-94140-Actoplus-MET-oral.aspx?drugid=94140&drugname=Actoplus-MET-oral&pageIndex=12&sortby=3&conditionFilter=-1
Since I started using this drug one month ago I have suffered severe diarhea.  I switched from AvandaMet due to the Avandia warnings.  I am going to ask my Doctor to be switched to something else.,"{'effectiveness': 3.0, 'ease of use': 5.0, 'satisfaction': 1.0}",11/15/2007 9:07:27 AM,Actoplus MET oral,https://www.webmd.com/drugs/drugreview-94140-Actoplus-MET-oral.aspx?drugid=94140&drugname=Actoplus-MET-oral&pageIndex=13&sortby=3&conditionFilter=-1
This medicine caused diarrea so I had to change it to actos only not the combo,"{'effectiveness': 1.0, 'ease of use': 5.0, 'satisfaction': 1.0}",11/8/2007 5:49:00 PM,Actoplus MET oral,https://www.webmd.com/drugs/drugreview-94140-Actoplus-MET-oral.aspx?drugid=94140&drugname=Actoplus-MET-oral&pageIndex=13&sortby=3&conditionFilter=-1
does any one else get very sick after taking this i mean stomach hurts bad and somestimes throw up?,"{'effectiveness': 4.0, 'ease of use': 5.0, 'satisfaction': 3.0}",10/21/2007 11:53:20 AM,Actoplus MET oral,https://www.webmd.com/drugs/drugreview-94140-Actoplus-MET-oral.aspx?drugid=94140&drugname=Actoplus-MET-oral&pageIndex=13&sortby=3&conditionFilter=-1
2 pills per day lowered my A1c test from 12.8 to 5.8!,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",10/14/2007 9:24:09 PM,Actoplus MET oral,https://www.webmd.com/drugs/drugreview-94140-Actoplus-MET-oral.aspx?drugid=94140&drugname=Actoplus-MET-oral&pageIndex=13&sortby=3&conditionFilter=-1
"
has kept my glucose at a great leval","{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 4.0}",10/14/2007 8:59:09 PM,Actoplus MET oral,https://www.webmd.com/drugs/drugreview-94140-Actoplus-MET-oral.aspx?drugid=94140&drugname=Actoplus-MET-oral&pageIndex=14&sortby=3&conditionFilter=-1
"Too expensive!
","{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 4.0}",3/8/2012 5:59:53 AM,Actoplus Met XR oral,https://www.webmd.com/drugs/drugreview-154175-Actoplus-Met-XR-oral.aspx?drugid=154175&drugname=Actoplus-Met-XR-oral&pageIndex=0&sortby=3&conditionFilter=-1
I have been on this medication for about three weeks and my blood sugars are under control. I was on byetta and that was two injections a day and this is just one and i am having better control. No side effects so far.,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",6/4/2017 8:14:47 PM,,https://www.webmd.com/drugs/drugreview-172984-Adlyxin-subcutaneous.aspx?drugid=172984&drugname=Adlyxin-subcutaneous&pageIndex=0&sortby=3&conditionFilter=-1
No noticeable difference to blood sugar levels,"{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",3/10/2016 4:53:08 AM,alogliptin oral,https://www.webmd.com/drugs/drugreview-163392-alogliptin-oral.aspx?drugid=163392&drugname=alogliptin-oral&pageIndex=0&sortby=3&conditionFilter=-1
My A1c has dropped from 7.2 to 6.2 in the past 3 month period with no adverse side effects.,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",8/29/2017 12:49:38 PM,alogliptin-pioglitazone oral,https://www.webmd.com/drugs/drugreview-163393-alogliptin-pioglitazone-oral.aspx?drugid=163393&drugname=alogliptin-pioglitazone-oral&pageIndex=0&sortby=3&conditionFilter=-1
Yes it's easy but low BS on busy days when eating adequate carbs is difficult gained 22 pounds warding off low BS it works but be careful.,"{'effectiveness': 2.0, 'ease of use': 5.0, 'satisfaction': 3.0}",4/2/2019 5:49:56 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=0&sortby=3&conditionFilter=-1
"Have only been on this for 2.5 weeks and my blood sugars are regularly in the normal range.  Have gotten my fasting blood glucose to 140 which is good as this has always been high, even when I had control with just diet and metformin.  I take 1mg before breakfast and 2mg before dinner.  Have had a couple of lows because I didn't eat enough carbs or ate a very small dinner.  Otherwise, no problems and love seeing my readings in the normal range.

You have to start slow on this med.  I read a review where someone said they took a 4mg pill right off the bat!  Wow!  My doctor had a plan for me to follow to start with just 1mg before breakfast and 1mg before dinner.  I slowly increase until my fasting blood glucose readings get below 130.  At my current dosage, I am already close to that.  I can't imagine taking 4mg at once!","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",10/3/2016 4:14:38 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=0&sortby=3&conditionFilter=-1
 I was on Metformin for many years and eventually it was becoming ineffective and I was suffering from severe nausea and diarrhea almost constantly. Switched to a Glemiperide and blood sugar is normal and no abdominal complications. At least for me this is almost a miracle drug.,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",5/30/2016 8:05:32 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=0&sortby=3&conditionFilter=-1
Been using this medication for awhile. Can't seem to remember much on this drug. At first it was working ok but had to adjust from only Crestor 10mg to both Crestor and Amaryl 1mg. Got some blurred vision and A1C rose full 1.5 PT in 3 months. Changed to Pravachol 20mg b/c of ObamaNOcare. What a crock! Still having issues of blurred vision and A1C issues even with exercise and eating right. Tired most of the time and hard to rise and shine when I was a morning person prior to all the meds. Added MetFormin 1000mg twice/day - What CR?P. What next?? Feel like a hamster in a cage. My guess is any drug is not good! Read the label. Terrible drug that works at first until your body gets use to it or the drug reps are giving bad drugs to the Pharmacy - hope not?? Looking at switching to ALL NATURAL stuff.,"{'effectiveness': 2.0, 'ease of use': 3.0, 'satisfaction': 2.0}",11/19/2015 10:38:03 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=0&sortby=3&conditionFilter=-1
"Started taking the medication and my numbers dropped in half. However less than 6 months on the medication along with trying to eat right and exercise. I now am right back at the higher numbers. The side effects are wrecking havoc for me.

I now have numbness along most of my right side. Hand, arm leg and some feet. Huge pain across shoulders as well. Did not injure self at all. But never had issue till took medication.

I had to change from night to morning because the pill dipped me too low in the mornings. Now it does nothing for system.

Use to be 85 in afternoon when got home after taking in the morning. Now I see 180 plus waking up. And recently after numbness set in I am now back in the 200 range.

Would not call this pill a success. Also would not recommend for anyone who has Seizure meds to take. This med has put me in many uneasy feelings. Not had any on floor events, but this med does not help. I have had almost every ""severe"" side effect from this medication. All on just 2 MG of medication once a day.

Sad I took this because it seems all diabetes meds only work for a short time and then are no longer useful to my system. Yeah for all of you who can take the cheap medication. Also I have gained 15 pounds in just 3 months time. Not looking forward to seeing how much more I gained in this past 3 months.

I also take this along with 1K metformin as well. I have tried so many different medications and had bad side effects that I am not sure where to go from here. May just need to look into more natural ways of controlling health.

Best of luck to the rest of you,
 ","{'effectiveness': 3.0, 'ease of use': 3.0, 'satisfaction': 2.0}",10/29/2015 7:39:37 AM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=0&sortby=3&conditionFilter=-1
This has NOT worked for me.  My sugars are still in the 200's.  The side effects are I get really sleepy within an hour of taking it and try to remember to take during a meal.  I am taking 2 mg twice a day along with another med. Hope to get this changed next week.,"{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",2/6/2015 1:26:37 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=1&sortby=3&conditionFilter=-1
"my experience is satisfactory

","{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 4.0}",4/4/2014 12:00:12 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=1&sortby=3&conditionFilter=-1
I AM TAKING THIS PILL FOR LAST TEN DAYS AND THE DOSE IS EMARYL 2MG HALF IN THE MORNING AND HALF IN THE NIGHT.HOW EVER MY BLOOD LEVELS CAME TO NORMAL BUT IT IS CAUSING 1. LOW SUGARS 2.INCREASED HEART BEAT 3.NERVES SHAKE 4.SWEATING. INSPITE OF THIS MY DOCTOR ADVISED ME TO CONTINUE THE PILL.,"{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 2.0}",1/12/2014 4:12:46 AM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=1&sortby=3&conditionFilter=-1
"Drs. started me out with too high a dose and had many low sugars. I am now just taking 1 mg in AM and 1 mg with dinner. Completely changed my diet and lost 7 pounds. Still tired, but doing better. Numbers dropped from 340 to 122 average in 2 weeks. Drs. put me on metformin, had a bad trip from that - never again taking that stuff.","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 4.0}",10/15/2013 2:06:32 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=1&sortby=3&conditionFilter=-1
"This medication has controlled my sugar, however, one of the doctors Ihave recently seen suggests that Ishould not continue the medication and switch to insulin,I am not happy about this. He is stating that this 2mg Glimepiride causes damage to the pancreatic cells. What is your opinion?","{'effectiveness': 4.0, 'ease of use': 4.0, 'satisfaction': 4.0}",10/15/2013 12:46:01 AM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=1&sortby=3&conditionFilter=-1
"I started this morning with 1mg and two hours later my sugar went from 164 to 167.  Can anyone say how long it takes to start working?
Thanks","{'effectiveness': 1.0, 'ease of use': 5.0, 'satisfaction': 2.0}",2/9/2013 2:28:00 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=2&sortby=3&conditionFilter=-1
suger under control but causes erection problems,"{'effectiveness': 4.0, 'ease of use': 3.0, 'satisfaction': 2.0}",2/3/2013 6:29:45 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=2&sortby=3&conditionFilter=-1
"I tried many differant medicines, including insulin to treat my diebetes, as well as Dieting & Exercise, nothing brought my blood sugar down untill I was prescribed this medicine. It is working VERY well for me and I have had NO side effects, & I am someone who is sensitive to medications. If your blood sugar is elevated, and diet & exercise are not bringing it down, I highly recommend this medicine. ","{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 5.0}",11/16/2012 3:46:48 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=2&sortby=3&conditionFilter=-1
it has caused problems of cramps &shivering  along with loss of energy.,"{'effectiveness': 5.0, 'ease of use': 5.0, 'satisfaction': 3.0}",10/30/2012 12:37:14 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=3&sortby=3&conditionFilter=-1
"It worked at first, if I exercised after taking it. Now, there is no difference no matter how much physical exertion my day contains.
","{'effectiveness': 2.0, 'ease of use': 5.0, 'satisfaction': 2.0}",8/7/2012 1:13:53 AM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=3&sortby=3&conditionFilter=-1
Just started using it,"{'effectiveness': 1.0, 'ease of use': 1.0, 'satisfaction': 1.0}",4/26/2012 10:44:22 AM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=3&sortby=3&conditionFilter=-1
When my dose was increased from 2mg to 4 mg i had a severe allergic reaction! Full body hives swollen eye lids and lips.. doctors did not suspect amarly since i had been on it for one year with no problems.  Hives last 3 1/2 months.  When I finally stopped taking the Amarly on my own the hives were total gone within 76 hours.  Terrible experience!,"{'effectiveness': 4.0, 'ease of use': 5.0, 'satisfaction': 1.0}",1/31/2012 8:21:04 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=3&sortby=3&conditionFilter=-1
when i take it in the morning 2hrs later my blood sugar drops very low and i get dizzy and need to lay down. i eat something and the dizzy goes away,"{'effectiveness': 2.0, 'ease of use': 3.0, 'satisfaction': 2.0}",1/23/2012 1:38:07 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=4&sortby=3&conditionFilter=-1
"always feel tired or drained, gained weight, have sudden spells of low sugar. just don't feel like i have any energy.","{'effectiveness': 1.0, 'ease of use': 3.0, 'satisfaction': 1.0}",10/27/2011 12:52:46 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=4&sortby=3&conditionFilter=-1
i have been taking this for about three months and it has helped me to regulate my sugar.,"{'effectiveness': 4.0, 'ease of use': 5.0, 'satisfaction': 5.0}",10/19/2011 4:12:11 PM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=4&sortby=3&conditionFilter=-1
When I was diagnosed they started me out on Metformin & Byetta.  Over time the Byetta made me so nauseous I asked to switch; they changed me to Actos and I gained 30 lbs. in 3 months.  Then I learned that can be common in some patients.  On Amaryl/Glimepiride for about 6 months & I began to lose the Actos fat right away.  Got injured in a horse accident & while in hospital they increased my Amaryl dose from 3 to 4 mg. in the AM.  Oddly once I got home my fasting blood sugar in the AM was higher than it was before they upped the dosage.  Now that I'm feeling stronger & getting more exercise it is really working for me again & steady weight loss is continuing.  So it surprised me to see so many comments about it causing weight GAIN.  I DO have occasional symptoms of LOW blood sugar on Amaryl which seems weird because my problem has be hyPERglycemia.  But symptoms are not so severe as to cause distress/concern - just have a little sugar if it gets too low.  I've had readings around 70 on occasion and that never happened on Byetta or Actos.  ,"{'effectiveness': 5.0, 'ease of use': 4.0, 'satisfaction': 4.0}",9/29/2011 10:31:16 AM,Amaryl oral,https://www.webmd.com/drugs/drugreview-12297-Amaryl-oral.aspx?drugid=12297&drugname=Amaryl-oral&pageIndex=4&sortby=3&conditionFilter=-1
